sample	contig	bgc_candidate_id	product_activity	protein_id	gene_start	gene_end	pfam_id	protein_id_1	clan	pfam	family	description	taxid	taxonomy
SRR6145058	k99_8032	k99_8032_2-3392.1	antibacterial	k99_8032_k99_8032_1	2	224	PF00753	0.52113	CL0381	Metallo-HOrase	Lactamase_B	Metallo-beta-lactamase superfamily	1747	Cutibacterium acnes
SRR6145058	k99_8032	k99_8032_2-3392.1	antibacterial	k99_8032_k99_8032_2	327	1722	PF01474	0.59704	CL0036	TIM_barrel	DAHP_synth_2	Class-II DAHP synthetase family	1747	Cutibacterium acnes
SRR6145058	k99_8032	k99_8032_2-3392.1	antibacterial	k99_8032_k99_8032_3	1819	2539	PF01553	0.61912	CL0228	Acyltransferase	Acyltransferase	Acyltransferase	1747	Cutibacterium acnes
SRR6145058	k99_8032	k99_8032_2-3392.1	antibacterial	k99_8032_k99_8032_4	2543	3392	PF01553	0.63287	CL0228	Acyltransferase	Acyltransferase	Acyltransferase	1747	Cutibacterium acnes
SRR6145058	k99_7718	k99_7718_0-3695.1	antibacterial	k99_7718_k99_7718_1	0	2259	PF09043	0.61956	CL0036	TIM_barrel	Lys-AminoMut_A	D-Lysine 5,6-aminomutase TIM-barrel domain of alpha subunit	1747	Cutibacterium acnes
SRR6145058	k99_7718	k99_7718_0-3695.1	antibacterial	k99_7718_k99_7718_1	0	2259	PF16554	0.55295	NA	NA	OAM_dimer	Dimerisation domain of d-ornithine 4,5-aminomutase	1747	Cutibacterium acnes
SRR6145058	k99_7718	k99_7718_0-3695.1	antibacterial	k99_7718_k99_7718_1	0	2259	PF02310	0.61652	CL0063	NADP_Rossmann	B12-binding	B12 binding domain	1747	Cutibacterium acnes
SRR6145058	k99_7718	k99_7718_0-3695.1	antibacterial	k99_7718_k99_7718_2	2264	3695	PF13941	0.5275	CL0108	Actin_ATPase	MutL	MutL protein	1747	Cutibacterium acnes
SRR6145058	k99_3308	k99_3308_298-1315.1	antibacterial	k99_3308_k99_3308_2	298	1315	PF09754	0.56107	CL0408	PUP	PAC2	PAC2 family	1747	Cutibacterium acnes
SRR6145058	k99_8035	k99_8035_2063-3005.1	antibacterial	k99_8035_k99_8035_4	2063	3005	PF00561	0.50265	CL0028	AB_hydrolase	Abhydrolase_1	alpha/beta hydrolase fold	1747	Cutibacterium acnes
SRR6145058	k99_2858	k99_2858_211-1423.1	antibacterial	k99_2858_k99_2858_1	211	1423	PF12802	0.5378	CL0123	HTH	MarR_2	MarR family	1747	Cutibacterium acnes
SRR6145058	k99_2858	k99_2858_211-1423.1	antibacterial	k99_2858_k99_2858_1	211	1423	PF09339	0.571	CL0123	HTH	HTH_IclR	IclR helix-turn-helix domain	1747	Cutibacterium acnes
SRR6145058	k99_2858	k99_2858_211-1423.1	antibacterial	k99_2858_k99_2858_1	211	1423	PF00480	0.514	CL0108	Actin_ATPase	ROK	ROK family	1747	Cutibacterium acnes
SRR6145058	k99_2858	k99_2858_211-1423.1	antibacterial	k99_2858_k99_2858_1	211	1423	PF15867	0.51078	NA	NA	Dynein_attach_N	Dynein attachment factor N-terminus	1747	Cutibacterium acnes
SRR6145058	k99_4638	k99_4638_2-2401.1	antibacterial	k99_4638_k99_4638_1	2	1112	PF00557	0.59113	NA	NA	Peptidase_M24	Metallopeptidase family M24	1747	Cutibacterium acnes
SRR6145058	k99_4638	k99_4638_2-2401.1	antibacterial	k99_4638_k99_4638_2	1142	2015	PF02628	0.56983	CL0328	2heme_cytochrom	COX15-CtaA	Cytochrome oxidase assembly protein	1747	Cutibacterium acnes
SRR6145058	k99_4638	k99_4638_2-2401.1	antibacterial	k99_4638_k99_4638_3	2128	2401	PF13796	0.64683	NA	NA	Sensor	Putative sensor	1747	Cutibacterium acnes
SRR6145058	k99_7398	k99_7398_2-1751.1	antibacterial	k99_7398_k99_7398_1	2	896	PF13518	0.59376	CL0123	HTH	HTH_28	Helix-turn-helix domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_2-1751.1	antibacterial	k99_7398_k99_7398_1	2	896	PF04545	0.54847	CL0123	HTH	Sigma70_r4	Sigma-70, region 4	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_2-1751.1	antibacterial	k99_7398_k99_7398_1	2	896	PF13384	0.57997	CL0123	HTH	HTH_23	Homeodomain-like domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_2-1751.1	antibacterial	k99_7398_k99_7398_1	2	896	PF13545	0.54573	CL0123	HTH	HTH_Crp_2	Crp-like helix-turn-helix domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_2-1751.1	antibacterial	k99_7398_k99_7398_1	2	896	PF12802	0.59011	CL0123	HTH	MarR_2	MarR family	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_2-1751.1	antibacterial	k99_7398_k99_7398_1	2	896	PF13412	0.60246	CL0123	HTH	HTH_24	Winged helix-turn-helix DNA-binding	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_2-1751.1	antibacterial	k99_7398_k99_7398_1	2	896	PF04198	0.54566	CL0246	ISOCOT_Fold	Sugar-bind	Putative sugar-binding domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_2-1751.1	antibacterial	k99_7398_k99_7398_1	2	896	PF01913	0.64242	NA	NA	FTR	Formylmethanofuran-tetrahydromethanopterin formyltransferase	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_2-1751.1	antibacterial	k99_7398_k99_7398_2	1322	1751	PF01978	0.65084	CL0123	HTH	TrmB	Sugar-specific transcriptional regulator TrmB	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_2-1751.1	antibacterial	k99_7398_k99_7398_2	1322	1751	PF01047	0.64338	CL0123	HTH	MarR	MarR family	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_2-1751.1	antibacterial	k99_7398_k99_7398_2	1322	1751	PF12802	0.64568	CL0123	HTH	MarR_2	MarR family	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_2-1751.1	antibacterial	k99_7398_k99_7398_2	1322	1751	PF09339	0.66073	CL0123	HTH	HTH_IclR	IclR helix-turn-helix domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_2-1751.1	antibacterial	k99_7398_k99_7398_2	1322	1751	PF13601	0.58692	CL0123	HTH	HTH_34	Winged helix DNA-binding domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_2-1751.1	antibacterial	k99_7398_k99_7398_2	1322	1751	PF13463	0.59589	CL0123	HTH	HTH_27	Winged helix DNA-binding domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_6299-11329.1	antibacterial	k99_7398_k99_7398_9	6299	6605	PF06792	0.57987	NA	NA	UPF0261	Uncharacterised protein family (UPF0261)	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_6299-11329.1	antibacterial	k99_7398_k99_7398_13	8565	9249	PF00196	0.67411	CL0123	HTH	GerE	Bacterial regulatory proteins, luxR family	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_6299-11329.1	antibacterial	k99_7398_k99_7398_13	8565	9249	PF04545	0.56771	CL0123	HTH	Sigma70_r4	Sigma-70, region 4	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_6299-11329.1	antibacterial	k99_7398_k99_7398_13	8565	9249	PF08281	0.60895	CL0123	HTH	Sigma70_r4_2	Sigma-70, region 4	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_6299-11329.1	antibacterial	k99_7398_k99_7398_13	8565	9249	PF13412	0.52378	CL0123	HTH	HTH_24	Winged helix-turn-helix DNA-binding	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_6299-11329.1	antibacterial	k99_7398_k99_7398_13	8565	9249	PF00072	0.53724	CL0304	CheY	Response_reg	Response regulator receiver domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_6299-11329.1	antibacterial	k99_7398_k99_7398_14	9263	10388	PF02518	0.56037	CL0025	His_Kinase_A	HATPase_c	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_6299-11329.1	antibacterial	k99_7398_k99_7398_14	9263	10388	PF13581	0.57015	CL0025	His_Kinase_A	HATPase_c_2	Histidine kinase-like ATPase domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_6299-11329.1	antibacterial	k99_7398_k99_7398_14	9263	10388	PF07730	0.68044	CL0025	His_Kinase_A	HisKA_3	Histidine kinase	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_6299-11329.1	antibacterial	k99_7398_k99_7398_15	10576	11329	PF00005	0.64728	CL0023	P-loop_NTPase	ABC_tran	ABC transporter	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_6299-11329.1	antibacterial	k99_7398_k99_7398_15	10576	11329	PF13476	0.58309	CL0023	P-loop_NTPase	AAA_23	AAA domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_6299-11329.1	antibacterial	k99_7398_k99_7398_15	10576	11329	PF13555	0.56931	CL0023	P-loop_NTPase	AAA_29	P-loop containing region of AAA domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_6299-11329.1	antibacterial	k99_7398_k99_7398_15	10576	11329	PF13191	0.61575	CL0023	P-loop_NTPase	AAA_16	AAA ATPase domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_6299-11329.1	antibacterial	k99_7398_k99_7398_15	10576	11329	PF03193	0.50691	CL0023	P-loop_NTPase	RsgA_GTPase	RsgA GTPase	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_6299-11329.1	antibacterial	k99_7398_k99_7398_15	10576	11329	PF02463	0.45129	CL0023	P-loop_NTPase	SMC_N	RecF/RecN/SMC N terminal domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_6299-11329.1	antibacterial	k99_7398_k99_7398_15	10576	11329	PF13304	0.40118	CL0023	P-loop_NTPase	AAA_21	AAA domain, putative AbiEii toxin, Type IV TA system	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_13866-14943.1	antibacterial	k99_7398_k99_7398_17	13866	14067	PF00872	0.56756	CL0219	RNase_H	Transposase_mut	Transposase, Mutator family	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_13866-14943.1	antibacterial	k99_7398_k99_7398_18	14191	14350	PF00872	0.61364	CL0219	RNase_H	Transposase_mut	Transposase, Mutator family	1234380	Cutibacterium acnes C1
SRR6145058	k99_7398	k99_7398_13866-14943.1	antibacterial	k99_7398_k99_7398_19	14475	14943	PF00440	0.70787	CL0123	HTH	TetR_N	Bacterial regulatory proteins, tetR family	1234380	Cutibacterium acnes C1
SRR6145058	k99_9316	k99_9316_2-1313.1	antibacterial	k99_9316_k99_9316_1	2	1313	PF13347	0.55159	CL0015	MFS	MFS_2	MFS/sugar transport protein	1747	Cutibacterium acnes
SRR6145058	k99_9316	k99_9316_2-1313.1	antibacterial	k99_9316_k99_9316_1	2	1313	PF07690	0.5535	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1747	Cutibacterium acnes
SRR6145058	k99_9316	k99_9316_2-1313.1	antibacterial	k99_9316_k99_9316_1	2	1313	PF01595	0.46119	NA	NA	DUF21	Cyclin M transmembrane N-terminal domain	1747	Cutibacterium acnes
SRR6145058	k99_8164	k99_8164_779-1517.1	antibacterial	k99_8164_k99_8164_2	779	1517	PF13524	0.57859	CL0113	GT-B	Glyco_trans_1_2	Glycosyl transferases group 1	1747	Cutibacterium acnes
SRR6145058	k99_8164	k99_8164_779-1517.1	antibacterial	k99_8164_k99_8164_2	779	1517	PF00534	0.5389	CL0113	GT-B	Glycos_transf_1	Glycosyl transferases group 1	1747	Cutibacterium acnes
SRR6145058	k99_8164	k99_8164_779-1517.1	antibacterial	k99_8164_k99_8164_2	779	1517	PF13692	0.54626	CL0113	GT-B	Glyco_trans_1_4	Glycosyl transferases group 1	1747	Cutibacterium acnes
SRR6145058	k99_8663	k99_8663_2-1111.1	antibacterial	k99_8663_k99_8663_1	2	410	PF01041	0.61315	CL0061	PLP_aminotran	DegT_DnrJ_EryC1	DegT/DnrJ/EryC1/StrS aminotransferase family	1747	Cutibacterium acnes
SRR6145058	k99_8663	k99_8663_2-1111.1	antibacterial	k99_8663_k99_8663_1	2	410	PF01053	0.53494	CL0061	PLP_aminotran	Cys_Met_Meta_PP	Cys/Met metabolism PLP-dependent enzyme	1747	Cutibacterium acnes
SRR6145058	k99_8663	k99_8663_2-1111.1	antibacterial	k99_8663_k99_8663_1	2	410	PF00155	0.51775	CL0061	PLP_aminotran	Aminotran_1_2	Aminotransferase class I and II	1747	Cutibacterium acnes
SRR6145058	k99_8663	k99_8663_2-1111.1	antibacterial	k99_8663_k99_8663_2	493	1111	PF00132	0.49375	CL0536	HEXAPEP	Hexapep	Bacterial transferase hexapeptide (six repeats)	1747	Cutibacterium acnes
SRR6145058	k99_8663	k99_8663_2-1111.1	antibacterial	k99_8663_k99_8663_2	493	1111	PF14602	0.52775	CL0536	HEXAPEP	Hexapep_2	Hexapeptide repeat of succinyl-transferase	1747	Cutibacterium acnes
SRR6145058	k99_5882	k99_5882_1-673.1	antibacterial	k99_5882_k99_5882_1	1	673	PF00854	0.53013	CL0015	MFS	PTR2	POT family	1747	Cutibacterium acnes
SRR6145058	k99_5882	k99_5882_1-673.1	antibacterial	k99_5882_k99_5882_1	1	673	PF07690	0.56203	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1747	Cutibacterium acnes
SRR6145058	k99_6381	k99_6381_64-472.1	antibacterial	k99_6381_k99_6381_1	64	472	PF12005	0.56385	NA	NA	DUF3499	Protein of unknown function (DUF3499)	1747	Cutibacterium acnes
SRR6145058	k99_7532	k99_7532_2-3010.1	antibacterial	k99_7532_k99_7532_1	2	866	PF02133	0.67456	CL0062	APC	Transp_cyt_pur	Permease for cytosine/purines, uracil, thiamine, allantoin	1747	Cutibacterium acnes
SRR6145058	k99_7532	k99_7532_2-3010.1	antibacterial	k99_7532_k99_7532_2	955	3010	PF01619	0.55287	CL0086	FAD_oxidored	Pro_dh	Proline dehydrogenase	1747	Cutibacterium acnes
SRR6145058	k99_7532	k99_7532_2-3010.1	antibacterial	k99_7532_k99_7532_2	955	3010	PF00171	0.61336	CL0099	ALDH-like	Aldedh	Aldehyde dehydrogenase family	1747	Cutibacterium acnes
SRR6145058	k99_6284	k99_6284_161-1139.1	inhibitor	k99_6284_k99_6284_1	161	1139	PF06779	0.64098	CL0015	MFS	MFS_4	Uncharacterised MFS-type transporter YbfB	1747	Cutibacterium acnes
SRR6145058	k99_6284	k99_6284_161-1139.1	inhibitor	k99_6284_k99_6284_1	161	1139	PF07690	0.68283	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1747	Cutibacterium acnes
SRR6145058	k99_6284	k99_6284_161-1139.1	inhibitor	k99_6284_k99_6284_1	161	1139	PF06609	0.67038	CL0015	MFS	TRI12	Fungal trichothecene efflux pump (TRI12)	1747	Cutibacterium acnes
SRR6145058	k99_6284	k99_6284_161-1139.1	inhibitor	k99_6284_k99_6284_1	161	1139	PF03209	0.67713	CL0015	MFS	PUCC	PUCC protein	1747	Cutibacterium acnes
SRR6145058	k99_6284	k99_6284_161-1139.1	inhibitor	k99_6284_k99_6284_1	161	1139	PF00083	0.66383	CL0015	MFS	Sugar_tr	Sugar (and other) transporter	1747	Cutibacterium acnes
SRR6145058	k99_6284	k99_6284_161-1139.1	inhibitor	k99_6284_k99_6284_1	161	1139	PF05977	0.66517	CL0015	MFS	MFS_3	Transmembrane secretion effector	1747	Cutibacterium acnes
SRR6145058	k99_9355	k99_9355_2-1088.1	NA	k99_9355_k99_9355_1	2	1088	PF07714	0.58173	CL0016	PKinase	Pkinase_Tyr	Protein tyrosine kinase	1747	Cutibacterium acnes
SRR6145058	k99_9355	k99_9355_2-1088.1	NA	k99_9355_k99_9355_1	2	1088	PF00069	0.57792	CL0016	PKinase	Pkinase	Protein kinase domain	1747	Cutibacterium acnes
SRR6145058	k99_8977	k99_8977_2-1298.1	antibacterial	k99_8977_k99_8977_1	2	830	PF02687	0.54539	CL0404	BPD_transp_1	FtsX	FtsX-like permease family	1747	Cutibacterium acnes
SRR6145058	k99_8977	k99_8977_2-1298.1	antibacterial	k99_8977_k99_8977_2	863	1298	PF13304	0.49133	CL0023	P-loop_NTPase	AAA_21	AAA domain, putative AbiEii toxin, Type IV TA system	1747	Cutibacterium acnes
SRR6145058	k99_8977	k99_8977_2-1298.1	antibacterial	k99_8977_k99_8977_2	863	1298	PF00005	0.53241	CL0023	P-loop_NTPase	ABC_tran	ABC transporter	1747	Cutibacterium acnes
SRR6145058	k99_3383	k99_3383_0-1335.1	antibacterial	k99_3383_k99_3383_1	0	360	PF01120	0.54147	CL0058	Glyco_hydro_tim	Alpha_L_fucos	Alpha-L-fucosidase	1234380	Cutibacterium acnes C1
SRR6145058	k99_3383	k99_3383_0-1335.1	antibacterial	k99_3383_k99_3383_2	444	1335	PF00528	0.51551	CL0404	BPD_transp_1	BPD_transp_1	Binding-protein-dependent transport system inner membrane component	1234380	Cutibacterium acnes C1
SRR6145058	k99_10618	k99_10618_55-1411.1	antibacterial	k99_10618_k99_10618_1	55	451	PF12270	0.6349	NA	NA	Cyt_c_ox_IV	Cytochrome c oxidase subunit IV	1747	Cutibacterium acnes
SRR6145058	k99_10618	k99_10618_55-1411.1	antibacterial	k99_10618_k99_10618_2	502	1411	PF15420	0.55048	NA	NA	Abhydrolase_9_N	Alpha/beta-hydrolase family N-terminus	1747	Cutibacterium acnes
SRR6145058	k99_7665	k99_7665_860-1541.1	antibacterial	k99_7665_k99_7665_2	860	1541	PF00483	0.55645	CL0110	GT-A	NTP_transferase	Nucleotidyl transferase	1747	Cutibacterium acnes
SRR6145058	k99_10557	k99_10557_2-1788.1	antibacterial	k99_10557_k99_10557_1	2	476	PF00072	0.65283	CL0304	CheY	Response_reg	Response regulator receiver domain	1747	Cutibacterium acnes
SRR6145058	k99_10557	k99_10557_2-1788.1	antibacterial	k99_10557_k99_10557_2	555	1788	PF07730	0.73694	CL0025	His_Kinase_A	HisKA_3	Histidine kinase	1747	Cutibacterium acnes
SRR6145058	k99_6287	k99_6287_698-1247.1	antibacterial	k99_6287_k99_6287_2	698	1247	PF16157	0.5448	NA	NA	DUF4865	Domain of unknown function (DUF4865)	1747	Cutibacterium acnes
SRR6145058	k99_12039	k99_12039_1-5483.1	antibacterial	k99_12039_k99_12039_1	1	850	PF04687	0.8327	NA	NA	Microvir_H	Microvirus H protein (pilot protein)	2	Bacteria
SRR6145058	k99_12039	k99_12039_1-5483.1	antibacterial	k99_12039_k99_12039_2	858	1386	PF02306	0.80826	CL0605	ssDNA_NP_VP	Phage_G	Major spike protein (G protein)	2	Bacteria
SRR6145058	k99_12039	k99_12039_1-5483.1	antibacterial	k99_12039_k99_12039_3	1496	2780	PF02305	0.8162	CL0605	ssDNA_NP_VP	Phage_F	Capsid protein (F protein)	2	Bacteria
SRR6145058	k99_12039	k99_12039_1-5483.1	antibacterial	k99_12039_k99_12039_4	2816	2933	PF04726	0.79823	NA	NA	Microvir_J	Microvirus J protein	2	Bacteria
SRR6145058	k99_12039	k99_12039_1-5483.1	antibacterial	k99_12039_k99_12039_5	2932	3391	PF02925	0.7788	NA	NA	gpD	Bacteriophage scaffolding protein D	2	Bacteria
SRR6145058	k99_12039	k99_12039_1-5483.1	antibacterial	k99_12039_k99_12039_6	3387	3648	PF12025	0.75786	NA	NA	Phage_C	Phage protein C	2	Bacteria
SRR6145058	k99_12039	k99_12039_1-5483.1	antibacterial	k99_12039_k99_12039_7	3644	5186	PF05840	0.68382	CL0169	Rep	Phage_GPA	Bacteriophage replication gene A protein (GPA)	2	Bacteria
SRR6145058	k99_12039	k99_12039_1-5483.1	antibacterial	k99_12039_k99_12039_8	5249	5483	PF04687	0.72424	NA	NA	Microvir_H	Microvirus H protein (pilot protein)	2	Bacteria
SRR6145058	k99_9103	k99_9103_306-1458.1	antibacterial-antifungal	k99_9103_k99_9103_2	306	1458	PF00083	0.5813	CL0015	MFS	Sugar_tr	Sugar (and other) transporter	1747	Cutibacterium acnes
SRR6145058	k99_9103	k99_9103_306-1458.1	antibacterial-antifungal	k99_9103_k99_9103_2	306	1458	PF07690	0.5778	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1747	Cutibacterium acnes
SRR6145058	k99_3438	k99_3438_2-821.1	inhibitor	k99_3438_k99_3438_1	2	821	PF07690	0.56294	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1747	Cutibacterium acnes
SRR6145058	k99_3438	k99_3438_2-821.1	inhibitor	k99_3438_k99_3438_1	2	821	PF00083	0.5577	CL0015	MFS	Sugar_tr	Sugar (and other) transporter	1747	Cutibacterium acnes
SRR6145058	k99_3438	k99_3438_2-821.1	inhibitor	k99_3438_k99_3438_1	2	821	PF06779	0.54292	CL0015	MFS	MFS_4	Uncharacterised MFS-type transporter YbfB	1747	Cutibacterium acnes
SRR6145058	k99_3438	k99_3438_2-821.1	inhibitor	k99_3438_k99_3438_1	2	821	PF06609	0.55033	CL0015	MFS	TRI12	Fungal trichothecene efflux pump (TRI12)	1747	Cutibacterium acnes
SRR6145058	k99_3438	k99_3438_2-821.1	inhibitor	k99_3438_k99_3438_1	2	821	PF05631	0.50644	CL0015	MFS	MFS_5	Sugar-tranasporters, 12 TM	1747	Cutibacterium acnes
SRR6145058	k99_10691	k99_10691_2-4073.1	antibacterial	k99_10691_k99_10691_1	2	560	PF07681	0.62667	CL0131	DoxD-like	DoxX	DoxX	1747	Cutibacterium acnes
SRR6145058	k99_10691	k99_10691_2-4073.1	antibacterial	k99_10691_k99_10691_2	549	1839	PF00275	0.50036	CL0290	EPT_RTPC	EPSP_synthase	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)	1747	Cutibacterium acnes
SRR6145058	k99_10691	k99_10691_2-4073.1	antibacterial	k99_10691_k99_10691_3	1840	2842	PF03193	0.48815	CL0023	P-loop_NTPase	RsgA_GTPase	RsgA GTPase	1747	Cutibacterium acnes
SRR6145058	k99_10691	k99_10691_2-4073.1	antibacterial	k99_10691_k99_10691_3	1840	2842	PF13191	0.58039	CL0023	P-loop_NTPase	AAA_16	AAA ATPase domain	1747	Cutibacterium acnes
SRR6145058	k99_10691	k99_10691_2-4073.1	antibacterial	k99_10691_k99_10691_3	1840	2842	PF00005	0.58897	CL0023	P-loop_NTPase	ABC_tran	ABC transporter	1747	Cutibacterium acnes
SRR6145058	k99_10691	k99_10691_2-4073.1	antibacterial	k99_10691_k99_10691_3	1840	2842	PF13555	0.57721	CL0023	P-loop_NTPase	AAA_29	P-loop containing region of AAA domain	1747	Cutibacterium acnes
SRR6145058	k99_10691	k99_10691_2-4073.1	antibacterial	k99_10691_k99_10691_3	1840	2842	PF01926	0.49397	CL0023	P-loop_NTPase	MMR_HSR1	50S ribosome-binding GTPase	1747	Cutibacterium acnes
SRR6145058	k99_10691	k99_10691_2-4073.1	antibacterial	k99_10691_k99_10691_4	3260	4073	PF12146	0.60853	CL0028	AB_hydrolase	Hydrolase_4	Serine aminopeptidase, S33	1747	Cutibacterium acnes
SRR6145058	k99_10691	k99_10691_5111-5540.1	antibacterial	k99_10691_k99_10691_6	5111	5540	PF02826	0.54166	CL0063	NADP_Rossmann	2-Hacid_dh_C	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	1747	Cutibacterium acnes
SRR6145058	k99_662	k99_662_2-95.1	antibacterial	k99_662_k99_662_1	2	95	PF10698	0.67722	CL0209	Bet_V_1_like	DUF2505	Protein of unknown function (DUF2505)	1747	Cutibacterium acnes
SRR6145058	k99_2494	k99_2494_0-2195.1	antibacterial	k99_2494_k99_2494_1	0	660	PF00513	0.58211	NA	NA	Late_protein_L2	Late Protein L2	10621	Human papillomavirus 9
SRR6145058	k99_2494	k99_2494_0-2195.1	antibacterial	k99_2494_k99_2494_2	671	2195	PF00500	0.51546	CL0055	Nucleoplasmin	Late_protein_L1	L1 (late) protein	10621	Human papillomavirus 9
SRR6145058	k99_9726	k99_9726_0-1955.1	antibacterial	k99_9726_k99_9726_1	0	573	PF03631	0.52396	NA	NA	Virul_fac_BrkB	Virulence factor BrkB	1747	Cutibacterium acnes
SRR6145058	k99_9726	k99_9726_0-1955.1	antibacterial	k99_9726_k99_9726_2	803	1955	PF07690	0.59948	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1747	Cutibacterium acnes
SRR6145058	k99_9158	k99_9158_602-1241.1	antibacterial	k99_9158_k99_9158_2	602	1241	PF08666	0.57769	CL0489	SAF	SAF	SAF domain	1747	Cutibacterium acnes
SRR6145058	k99_6203	k99_6203_840-1260.1	antibacterial	k99_6203_k99_6203_2	840	1260	PF17249	0.53509	NA	NA	DUF5318	Family of unknown function (DUF5318)	1747	Cutibacterium acnes
SRR6145058	k99_2626	k99_2626_0-1565.1	antibacterial	k99_2626_k99_2626_1	0	627	PF00215	0.51197	CL0036	TIM_barrel	OMPdecase	Orotidine 5'-phosphate decarboxylase / HUMPS family	1747	Cutibacterium acnes
SRR6145058	k99_2626	k99_2626_0-1565.1	antibacterial	k99_2626_k99_2626_2	632	1565	PF02126	0.59639	CL0034	Amidohydrolase	PTE	Phosphotriesterase family	1747	Cutibacterium acnes
SRR6145058	k99_11066	k99_11066_928-2994.1	antibacterial-antifungal	k99_11066_k99_11066_2	928	1222	PF04131	0.56416	CL0036	TIM_barrel	NanE	Putative N-acetylmannosamine-6-phosphate epimerase	1747	Cutibacterium acnes
SRR6145058	k99_11066	k99_11066_928-2994.1	antibacterial-antifungal	k99_11066_k99_11066_3	1752	2994	PF11700	0.5866	CL0015	MFS	ATG22	Vacuole effluxer Atg22 like	1747	Cutibacterium acnes
SRR6145058	k99_11066	k99_11066_928-2994.1	antibacterial-antifungal	k99_11066_k99_11066_3	1752	2994	PF07690	0.5997	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1747	Cutibacterium acnes
SRR6145058	k99_11066	k99_11066_928-2994.1	antibacterial-antifungal	k99_11066_k99_11066_3	1752	2994	PF00083	0.56885	CL0015	MFS	Sugar_tr	Sugar (and other) transporter	1747	Cutibacterium acnes
SRR6145058	k99_1607	k99_1607_265-1516.1	antibacterial-antifungal	k99_1607_k99_1607_1	265	1516	PF00083	0.62959	CL0015	MFS	Sugar_tr	Sugar (and other) transporter	1747	Cutibacterium acnes
SRR6145058	k99_1607	k99_1607_265-1516.1	antibacterial-antifungal	k99_1607_k99_1607_1	265	1516	PF05977	0.64138	CL0015	MFS	MFS_3	Transmembrane secretion effector	1747	Cutibacterium acnes
SRR6145058	k99_1607	k99_1607_265-1516.1	antibacterial-antifungal	k99_1607_k99_1607_1	265	1516	PF07690	0.6007	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1747	Cutibacterium acnes
SRR6145058	k99_2627	k99_2627_0-891.1	antibacterial	k99_2627_k99_2627_1	0	891	PF00501	0.75866	CL0378	ANL	AMP-binding	AMP-binding enzyme	1747	Cutibacterium acnes
SRR6145058	k99_5833	k99_5833_1-1044.1	antibacterial	k99_5833_k99_5833_1	1	430	PF02104	0.76601	NA	NA	SURF1	SURF1 family	1747	Cutibacterium acnes
SRR6145058	k99_5833	k99_5833_1-1044.1	antibacterial	k99_5833_k99_5833_2	426	1044	PF13489	0.79182	CL0063	NADP_Rossmann	Methyltransf_23	Methyltransferase domain	1747	Cutibacterium acnes
